GTEx_bladder	GTEx_prostate	GTEx_thyroid	TCGA_bladder	TCGA_prostate	TCGA_thyroid
TUBA1A	19.671	22.2745	10.2542	3629.6296	3793.2993	2330.6096
TUBA1B	64.9714	90.9532	96.6715	10802.6762	7978.2526	7874.7987
TUBA1C	17.3365	26.1074	27.8248	12590.8005	1131.1755	1829.8002
TUBA3C	0.038	0	0	0	4.2184	0
TUBA3D	0.2396	10.886	0.8762	1.1947	27.5817	1.6229
TUBA3E	0.0383	0.6854	0	0	9.7347	0
TUBA4A	5.7351	3.9945	1.8555	1772.9988	1016.9547	916.523
TUBA4B	0.0154	0	0.0107	0	0.649	11.3602
TUBA8	0	0	0.0481	29.4564	26.2838	161.9272
TUBAL3	0.213	0.0903	0	4.779	19.145	1.2172
TUBB	62.5106	81.7382	83.4034	8496.4158	8506.2059	9753.119
TUBB1	0.1618	0.0744	0.0377	54.3608	12.3307	30.0233
TUBB2A	1.2962	3.8434	2.1939	2099.1637	534.1121	369.2058
TUBB2B	0.6707	0.9144	0.1325	32.8495	42.1838	39.3549
TUBB3	0.0871	0	0.0457	330.9438	93.6124	176.882
TUBB6	10.88	7.38	6.909	5294.4265	1689.8191	1795.7196
TUBB8	0.3499	0.1023	0.2075	19.7133	11.6817	11.7659
TUBBP5	3.8229	0.6437	1.921	13.1422	91.182	73.4354
TUBD1	3.9422	3.8549	3.8529	84.2294	239.4743	338.7768
TUBE1	8.4778	4.301	14.6761	225.2091	233.6335	301.4505
TUBG1	10.7686	33.77	17.7628	659.4982	530.2182	387.0575
TUBG2	33.9525	31.1798	23.8893	569.2951	477.9752	382.5946
TUBGCP2	19.0965	28.5553	23.812	1626.9594	1467.6726	1495.8758
TUBGCP3	7.6423	3.3122	7.6745	307.6464	612.9634	643.8787
TUBGCP4	5.3488	3.7561	7.2224	198.3274	372.1911	182.1686
TUBGCP5	5.991	4.8202	6.7663	218.0406	459.1547	420.3266
TUBGCP6	22.4716	36.1919	40.4064	1658.9008	1111.706	1638.3
TUFM	75.5889	84.1543	73.2198	4066.9056	2450.2312	3359.7728
TUFT1	16.8201	8.0133	4.6759	1565.1135	662.6105	1014.3017
TUG1	42.4218	57.6715	56.1039	3760.454	4030.1777	3741.1502
TULP1	0.6359	0.8298	0.123	14.3369	5.1919	0.4057
TULP2	0.1575	0.0296	0.02	0	5.5163	0.8114
TULP3	12.2211	9.5152	8.0164	326.7622	590.898	526.6254
TULP4	3.4768	2.1954	3.6933	449.2234	878.0725	875.9509
TUSC1	8.3298	9.0399	11.2456	248.5066	356.9401	496.1964
TUSC2	13.9426	21.8929	20.9609	621.8638	502.6365	842.6818
TUSC3	16.5715	9.518	1.9481	1375.7467	1044.8609	115.6304
TUSC5	0.0164	0.0226	0.126	27.4791	0.9735	1.6229
TUT1	13.9915	26.8703	14.704	363.2019	558.7734	738.8173
TWF1	28.2062	26.0862	22.6244	2375.1493	1825.5861	1474.3889
TWF2	26.8662	34.8025	14.3656	1129.3608	908.8116	1206.1264
TWIST1	2.8106	0.0599	0.8913	218.0406	79.8248	90.07
TWIST2	2.1289	1.1737	0.035	68.6977	178.1455	6.4915
TWISTNB	4.5278	6.9825	4.1999	590.2031	654.4983	418.7037
TWSG1	12.306	10.8335	16.571	2111.7085	1896.9741	1219.5963
TXK	2.6722	0.1169	0.6761	13.1422	21.0919	72.624
TXLNA	15.8377	29.5389	28.8842	1569.2951	1988.4806	1822.0915
TXLNB	0.4295	0.1275	0.0167	18.5185	41.5348	66.1325
TXLNG	4.0046	1.3503	3.7481	289.7252	222.9253	230.4493
TXN	67.3662	50.2665	45.9439	2854.2413	936.8054	1218.3791
TXN2	36.6802	50.5187	36.5731	1489.2473	1226.5758	1884.1668
TXNDC11	15.4644	14.7626	27.4991	1434.2891	1644.1957	2773.9122
TXNDC12	27.6289	16.3348	22.0835	1237.1565	1134.4204	1423.6738
TXNDC15	14.7602	10.4601	15.4738	751.4934	1397.5825	2397.8091
TXNDC16	3.6358	10.7597	1.1254	143.3692	1308.3475	233.6951
TXNDC17	22.3256	16.3461	7.5322	1329.6953	422.7793	401.067
TXNDC2	0.0176	0	0.0491	1.1947	0.9735	0.8114
TXNDC5	18.494	1.4162	6.7043	2944.8327	4523.7868	7893.8675
TXNDC8	0	0	0	0	0	0
TXNDC9	6.4282	6.1487	9.1582	396.6547	364.0789	410.995
TXNIP	728.3028	135.7385	330.113	9871.5651	17204.1859	14719.9513
TXNL1	5.6878	5.3048	16.3751	1170.8483	926.4217	3099.3001
TXNL4A	8.1449	14.1355	10.9412	557.945	421.8382	774.115
TXNL4B	4.7897	7.1952	3.7386	216.8459	201.1844	226.3921
TXNRD1	21.6957	7.3086	15.7161	2805.2569	1690.5979	1333.1981
TXNRD2	5.7333	25.518	12.7406	284.9462	624.9696	524.1911
TYK2	25.5269	28.2958	22.276	1234.1697	1185.3655	1674.0034
TYMP	16.2187	21.4917	68.7668	667.8614	565.9122	1902.0185
TYMS	6.4881	5.7904	4.5687	68.3035	176.7729	322.7427
TYR	0	0	0	0	0	0
TYRO3	1.5182	2.8753	0.6369	185.1852	251.805	52.7437
TYROBP	26.4641	4.7868	3.8418	289.1278	492.9018	796.0239
TYRP1	0	0	0	0	3.5694	0
TYSND1	9.5914	14.2139	10.0428	289.7252	505.8814	619.9412
TYW1	8.8413	8.676	9.6501	405.6153	529.8937	442.2355
TYW1B	3.27	1.2958	0.9063	40.0239	65.5472	60.0467
TYW3	7.3938	6.6635	7.7823	310.4182	776.9839	599.4158
U2AF1	28.593	23.3269	34.975	3129.6296	1074.0651	2192.1087
U2AF1L4	1.8332	2.6952	3.6741	193.7814	115.5837	336.0544
U2AF2	54.6954	53.0826	56.0502	3945.6392	2763.365	3319.2007
UACA	7.7221	12.5218	21.6356	892.4731	1224.6289	2272.8471
UAP1	12.3882	12.309	5.9291	3049.5818	1566.9668	684.8565
UAP1L1	7.6222	17.9108	13.5531	60.3345	309.5644	570.849
UBA1	46.1544	54.3618	101.622	7065.1135	5753.2246	7414.1394
UBA2	27.689	17.9278	27.0632	2321.9833	1796.3819	1664.6719
UBA3	29.2893	22.3718	22.7237	902.0311	887.1583	867.0251
UBA5	14.6263	19.6621	21.0901	666.0693	862.8214	832.1736
UBA52	123.8115	120.9256	70.3678	10220.4301	4950.434	8392.3319
UBA6	7.9646	7.6225	6.7727	1647.5508	881.9664	740.0345
UBA7	31.105	43.6982	84.7143	1958.7814	1213.9207	1471.5488
UBAC1	16.7189	16.1353	12.3316	699.5221	773.2619	682.0164
UBAC2	13.7718	11.1442	13.8707	1009.3369	1092.7006	1497.7787
UBAP1	22.4355	10.054	13.1625	2540.0239	1421.5949	1473.1352
UBAP2	5.8018	5.6668	5.2518	1094.9821	802.7906	732.7315
UBAP2L	21.6494	17.7122	21.3081	2738.3513	2495.011	2450.1471
UBASH3A	0.5708	0.1424	0.0413	22.7001	18.496	251.1411
UBASH3B	1.8299	0.3322	2.2074	609.319	116.1678	206.9175
UBB	301.4199	388.9287	474.1457	12770.6093	11509.6942	17003.7529
UBC	390.0869	206.1258	197.783	67277.7778	23877.0179	37816.3262
UBD	0.1173	0.1617	0.082	37.6344	858.9276	1629.3742
UBE2A	17.3314	14.1422	27.4452	1169.6535	842.054	1127.9034
UBE2B	21.6109	20.5951	18.7528	1518.5185	1110.7325	1651.2831
UBE2C	3.0333	0.4082	0.3765	5.3763	24.0123	165.1283
UBE2D1	7.7649	4.8094	5.5913	549.5818	371.2177	415.8637
UBE2D2	25.2741	17.7791	25.0977	1767.0251	1310.619	1958.0079
UBE2D3	50.423	38.1622	47.2206	9501.7921	4877.4235	5785.5766
UBE2D4	6.0328	7.5856	7.2568	150.9498	252.0613	303.5318
UBE2DNL	0	0	0	0	0	0.8114
UBE2E1	31.3256	21.6212	20.9027	1140.9797	1113.9774	1256.1112
UBE2E2	2.6285	2.9902	4.1914	77.6583	315.0807	428.441
UBE2E3	32.905	20.8972	25.4981	1525.0896	665.8554	1176.5899
UBE2F	2.6662	2.2682	5.2426	445.0418	430.1193	544.0714
UBE2G1	13.9642	10.0666	9.1277	1051.374	1138.6388	985.0898
UBE2G2	27.712	30.2343	44.9346	1798.6858	1522.1871	1630.1856
UBE2H	30.5466	23.155	25.9233	1845.2808	1453.395	1246.3739
UBE2I	12.2475	8.9298	10.5208	2356.6308	1467.3481	1852.5205
UBE2J1	15.6604	23.341	15.7487	1561.5293	2694.5729	3386.5504
UBE2J2	11.2092	16.6422	14.0102	882.3178	680.782	908.4086
UBE2K	14.3757	12.6745	16.1986	2082.4373	1720.1266	1459.3772
UBE2L3	27.5955	41.7837	28.4124	1694.1458	1607.8527	1566.0818
UBE2L6	20.616	29.4152	32.0133	699.5221	1300.2353	1586.7735
UBE2M	22.8753	25.3032	25.3458	1126.6428	691.1657	985.4955
UBE2MP1	1.7136	1.1072	2.2464	81.2425	82.4207	81.1441
UBE2N	14.0408	18.4951	10.8681	2641.5771	1585.1383	1595.2936
UBE2NL	0	0	0	1.7921	1.298	3.6515
UBE2O	8.821	10.1677	22.4543	617.0848	818.6907	1008.2158
UBE2Q1	19.4728	18.2546	19.419	1345.8781	1209.0533	1495.8921
UBE2Q2	12.3206	15.1555	9.4575	847.0729	1221.0595	1120.6005
UBE2Q2P1	3.503	1.3181	5.5597	15.5317	20.1184	31.2405
UBE2QL1	0.1569	1.2084	5.5379	0.5974	206.7007	126.5848
UBE2R2	23.382	16.194	15.2203	2766.4277	1382.656	1545.7957
UBE2S	11.1305	9.0685	6.133	416.368	105.4596	344.8626
UBE2T	4.7918	1.343	1.5857	7.1685	25.3103	71.4068
UBE2U	0	0	0	0	0	0
UBE2V1	1.709	0.7504	1.5225	3218.3811	1991.8326	2275.6872
UBE2V2	5.6786	5.061	5.5243	634.4086	587.3286	640.2272
UBE2W	3.4554	3.5246	3.9365	657.7061	697.98	570.4432
UBE2Z	27.5722	30.8547	32.5881	2993.4289	2473.2701	2837.2046
UBE3A	17.225	10.5265	16.0674	1862.6045	2047.5379	1819.6369
UBE3B	9.0257	10.122	9.8176	757.4671	1549.1198	1293.4375
UBE3C	16.3141	11.4253	11.0835	1968.9367	2030.0154	1230.9565
UBE4A	12.6206	3.8577	12.3114	1524.4922	1917.0926	1453.6971
UBE4B	12.4835	8.3976	8.7512	757.4671	1575.7281	1597.728
UBFD1	10.9616	13.7301	20.5002	627.2401	1280.4413	1041.4849
UBIAD1	3.9178	3.9183	3.6467	498.8053	592.5205	576.9348
UBL3	27.7536	10.8623	18.7224	3408.6022	2142.2893	1981.9454
UBL4A	13.1452	18.9696	13.136	600.9558	820.9621	752.6118
UBL4B	0.0781	0.0808	0	0	2.2714	0.4057
UBL5	115.9762	134.295	122.0658	1440.8602	1131.5	2091.0843
UBL7	19.9689	24.3152	27.6706	502.3895	334.8747	983.0612
UBLCP1	11.1498	7.7012	13.4692	471.3262	598.0368	601.6837
UBN1	10.6492	11.0745	11.4346	1018.5185	1364.16	1015.5188
UBN2	4.7771	3.7593	6.1956	343.4886	894.2971	816.31
UBOX5	4.7186	6.5133	4.1882	295.0896	415.6729	302.6676
UBP1	18.5695	11.054	23.0323	1139.7849	1633.4875	1377.4216
UBQLN1	28.4306	25.9623	29.8427	3367.9809	2960.98	2545.0857
UBQLN2	15.8469	13.8372	23.9174	1643.3692	1542.3055	1443.9598
UBQLN3	0.0241	0	0	0	0	0
UBQLN4	19.6786	24.6169	13.2376	1267.6225	1135.0694	747.3375
UBQLNL	0.6622	1.2462	1.46	13.7395	13.9531	16.6345
UBR1	6.654	3.9456	6.2614	1058.5424	1332.3599	753.4233
UBR2	11.4546	6.4955	10.2559	713.2616	1150.3204	829.293
UBR3	7.9783	5.2832	10.3235	913.9785	1824.2881	1133.9892
UBR4	20.9477	11.2227	17.1263	5497.6105	4919.6074	3228.3193
UBR5	16.52	8.5848	12.679	2156.5114	3352.965	2196.9774
UBR7	11.5344	9.8197	11.579	719.2354	992.6178	1002.13
UBTD1	6.1807	6.199	15.6913	209.08	218.3824	292.9303
UBTD2	7.8072	6.2845	6.9367	695.9379	684.6759	438.9898
UBTF	20.9758	27.0913	29.0437	2078.853	3213.4339	3507.8608
UBTFL1	0	0	0	0	0	0
UBXN1	71.0568	58.2015	65.0211	1501.7921	1455.3419	3079.4198
UBXN10	2.1465	0.1822	2.5615	221.6249	175.5496	585.0492
UBXN11	9.1943	20.0095	40.8666	381.1231	205.0783	1198.4988
UBXN2A	2.8313	1.8228	2.6062	262.2461	273.2214	230.0436
UBXN2B	6.6065	5.31	6.9225	403.2258	826.803	680.3935
UBXN4	39.2333	28.7536	39.0227	3428.3154	3698.8724	3465.6659
UBXN6	72.8702	96.4324	87.6739	1648.7455	1978.7458	3746.8303
UBXN7	7.5459	4.2641	6.5839	163.6798	664.233	240.9981
UBXN8	3.5237	2.9009	5.8106	117.0848	170.3578	253.5754
UCA1	5.4256	0.0822	0	1884.1099	33.4226	0
UCHL1	4.0011	5.6424	1.0343	126.6428	163.219	141.5965
UCHL3	9.359	8.7934	14.1958	430.1075	231.3621	418.298
UCHL5	6.2986	6.1253	3.0736	292.4671	408.943	336.4925
UCK1	10.182	14.1625	11.848	270.6093	725.5618	872.7051
UCK2	3.8603	3.9107	1.8165	189.3668	167.7618	96.9672
UCKL1	21.2671	25.7115	23.7022	733.5364	459.4597	637.7442
UCMA	0	0	0	0	0	0
UCN	2.4716	2.9809	13.6799	0	2.9204	6.8973
UCN2	0	0	0	19.1159	9.4102	0
UCN3	0.0825	0.0569	0	0	3.5694	0
UCP1	0	0	0	0	0	0
UCP2	37.7424	25.8227	31.932	1692.3536	909.5481	5747.8446
UCP3	0.5437	1.653	1.6489	11.3501	14.9266	45.8464
UEVLD	7.1171	4.6938	4.917	152.9271	364.4033	134.2935
UFC1	40.126	45.7298	27.8542	1966.5472	1585.4628	1853.7377
UFD1L	13.7953	15.1926	29.1791	916.9654	774.5599	977.7746
UFM1	25.8911	27.3759	24.5675	2207.8853	1905.7354	1979.9168
UFSP1	1.0075	2.2667	1.1601	13.1422	32.4491	42.1949
UFSP2	15.6916	9.4097	18.9652	435.7945	694.2776	732.058
UGCG	25.5028	6.8747	3.4268	1910.3943	551.3101	217.4663
UGDH	18.2254	13.0573	4.322	4005.9737	2364.2411	564.7632
UGGT1	5.2841	5.0339	5.3861	962.963	2151.375	1464.6516
UGGT2	4.6768	2.2826	5.1277	502.9869	321.895	361.4971
UGP2	31.3036	18.635	25.1253	1879.3309	1802.8717	1709.7069
UGT1A1	4.5614	0.0449	0	1183.5006	0	0
UGT1A10	2.2951	0	0	32.6464	0	0
UGT1A4	0.2589	0	0	3.2676	0	0
UGT1A5	0.2038	0	0	0	0	0
UGT1A6	13.1738	0.0979	0.0568	4353.8889	78.5171	2.4343
UGT1A7	0.2395	0	0	0	0	0
UGT1A8	17.0688	0	0	784.1876	10.2604	0
UGT1A9	0.6601	0	0	471.0514	14.3912	0
UGT2A1	0	0	0	0	0.3245	0
UGT2A3	0	0	0	0	0	0
UGT2B10	0	0	0	0	0.3245	0
UGT2B11	0.0423	0	0.2663	0	0.9735	19.0324
UGT2B15	4.7647	0.1466	0.0397	11.9474	75.9309	2.4343
UGT2B28	2.2978	0	0	0	2.2714	0
UGT2B4	0.0237	0.0326	0	0	0.649	0
UGT2B7	0.8736	0.1078	0	14.3369	24.0123	1.2172
UGT3A1	0	0.0096	0	0	1.6225	0
UGT3A2	0.1531	0.1055	0	0	5.8408	7.7087
UGT8	0.5265	0.1296	0.333	0.5974	38.2899	180.5457
UHMK1	12.3949	9.6817	9.5075	181.601	807.3335	208.5404
UHRF1	0.4924	0.2802	0.052	7.7658	48.6736	118.8762
UHRF1BP1	3.1823	3.6185	4.9145	210.2748	745.6802	489.7048
UHRF1BP1L	4.317	2.7165	3.322	416.9654	661.6371	435.3383
UHRF2	10.2037	10.7668	8.0728	671.4456	941.0238	963.9923
UIMC1	12.4969	10.3637	12.1388	513.1422	379.9789	518.9167
ULBP1	0	0	0.1705	8.9606	0.9735	8.9259
ULBP2	0.131	0.2107	0.9922	26.8817	3.2449	11.7659
ULBP3	0.4574	0	1.5348	45.9976	13.9531	58.8295
ULK1	21.9122	21.9235	23.7252	1182.1983	1265.1902	989.147
ULK2	5.5816	4.403	4.4606	359.0203	790.46	453.5957
ULK3	32.7554	41.1254	56.004	706.0932	572.402	813.0642
ULK4	0.6295	0.4953	1.1436	41.816	76.5799	92.5043
UMOD	0	0.0833	0	0	0.649	0
UMODL1	0.0182	0.1784	0.0063	2.3895	1.9469	1.6229
UMPS	7.5534	5.7687	6.8883	597.3716	449.7445	438.584
UNC119	8.7761	12.164	8.5343	327.3596	468.2404	564.7632
UNC119B	5.3481	15.9673	23.509	312.4253	1406.3438	1786.7938
UNC13A	0.0686	0.0236	0.0399	2.3895	10.0592	15.4174
UNC13B	12.7697	38.4078	12.6356	1270.0119	1837.9168	734.7601
UNC13C	0	0.0192	0.4059	0	2.2714	10.143
UNC13D	8.0068	3.6263	2.5485	933.0944	260.5662	812.6585
UNC45A	33.4874	27.8211	21.9254	1787.9331	2424.2719	1605.8424
UNC45B	0	0.0429	0	2.3895	5.5163	1.6229
UNC50	17.8196	11.6428	30.1888	480.2867	611.6654	911.2486
UNC5A	0.037	0.0447	0	0	12.3307	27.1833
UNC5B	23.1631	13.9132	1.8843	3159.4982	2104.9728	466.173
UNC5C	1.1441	1.3356	4.5543	17.3238	105.4596	161.4768
UNC5CL	1.4602	1.514	1.683	25.1195	19.1904	51.2182
UNC5D	0	2.1806	0.1567	0	215.7865	1.6229
UNC80	0.067	0.3221	0.074	18.5185	123.3066	29.6176
UNC93A	0	0.0506	0	0	3.2449	0
UNC93B1	35.4636	12.0443	16.3063	1243.1302	810.5784	912.06
UNCX	0	0	0	0	0	0
UNG	16.5668	11.5876	24.1677	510.7527	744.7067	752.2061
UNK	11.421	16.7807	13.2788	455.7945	870.6092	899.4827
UNKL	5.5201	2.9973	5.1997	109.319	440.3537	550.6116
UOX	0	0.0223	0.113	0	0.3245	1.6229
UPB1	0.1033	0.1008	0.1083	4.779	2.2714	6.8973
UPF1	26.1125	32.7969	28.1954	3593.19	3366.9181	2966.6295
UPF2	11.6297	6.2621	9.2255	632.0191	1271.6801	1052.4394
UPF3A	14.7791	20.1278	32.9896	496.4158	491.6038	1380.2617
UPF3B	8.1459	9.0546	7.4768	195.9379	270.301	415.0522
UPK1A	285.2137	4.0566	0.1091	13351.362	744.6224	0.4057
UPK1B	58.7498	0	0	6918.1601	23.3633	0.4057
UPK2	65.5322	0.3736	0.1263	3319.5938	61.3288	0.8114
UPK3A	57.0291	48.844	0.1959	2040.6213	722.6414	21.5032
UPK3B	41.3897	3.0341	1.5498	1115.2927	95.0758	7.303
UPP1	6.3293	2.3063	7.8687	711.4695	136.9352	237.3466
UPP2	0.0398	0	0.0348	0	1.6225	0.8114
UPRT	4.0974	4.7423	4.3006	182.1983	286.201	311.1877
UQCC	8.1477	11.0239	11.8887	640.3823	475.0548	931.5346
UQCR10	47.6691	61.6036	47.4351	945.6392	907.2767	1200.5274
UQCR11	0.391	0.1796	0.0911	875.1493	909.2237	1198.0931
UQCRB	23.4451	21.5899	15.4656	2565.7109	2080.636	3253.474
UQCRC1	54.2301	49.7213	56.4167	3005.9737	2332.1165	2674.5106
UQCRC2	68.2584	30.5367	44.9762	4603.9427	2974.9331	2787.7067
UQCRFS1	69.1643	47.9392	50.4073	1833.3333	1041.2915	1177.4014
UQCRH	41.1259	36.8344	22.2591	1614.098	1054.5956	1273.9629
UQCRQ	97.0228	190.7469	58.3309	1724.0143	1125.9836	1114.1089
URB1	7.2125	6.0287	4.9851	902.6284	1767.1777	590.3236
URB2	1.5264	1.5593	1.9593	716.8459	229.0906	165.9398
URGCP	11.6108	21.191	13.6017	1191.7563	1064.9793	832.1331
URM1	17.1074	23.3855	17.2498	711.4695	901.7604	1070.2911
UROC1	0	0.0366	0.0742	0.5974	0.3245	1.2172
UROD	15.8104	17.2552	27.2976	662.4851	885.2113	1581.0934
UROS	4.7473	10.8425	10.8929	200.7168	430.5995	766.812
USE1	7.238	12.5194	8.2152	304.0621	223.8988	357.0342
USF1	29.835	40.1697	31.755	826.7622	607.4471	959.1236
USF2	48.9658	62.103	59.8867	1600.3584	1678.9162	3842.9861
USH1C	0.1686	0.0606	0.0871	0	9.4102	32.8634
USH1G	0.6617	0.228	0.0231	9.5579	12.6551	0
USH2A	0.0305	0.0361	0.0193	4.779	3.8939	1.6229
USHBP1	1.7256	1.3027	2.7075	17.9211	82.7452	74.6526
USMG5	34.1842	27.687	25.0196	576.4636	397.1769	614.2611
USO1	22.5325	21.8852	36.2495	2181.601	2271.4367	1837.9146
USP1	8.7331	6.2853	7.5788	510.7527	1109.4346	942.0834
USP10	16.3422	16.7127	13.8102	2129.6296	1724.6694	1239.0709
USP11	25.8793	25.1608	40.5115	4203.7037	2024.4991	3467.2888
USP12	10.2304	5.9266	10.0464	704.8984	376.085	273.05
USP13	1.0713	1.71	6.6801	128.4349	616.2083	788.721
USP14	10.3911	10.1991	10.306	1376.9415	1316.7843	906.7857
USP15	9.6827	6.3965	8.0377	1548.3871	871.2582	986.3069
USP16	17.8173	16.8905	23.3365	1304.0621	1134.4204	1290.1917
USP17L2	0.0308	0.1063	0.0216	0	0.3245	1.6229
USP17L6P	0	0	0	0	0	0.4057
USP18	2.6424	4.3381	23.6579	65.1135	189.1782	240.5924
USP19	18.0492	17.0188	24.9718	1192.951	1835.6453	1786.3881
USP2	1.4135	0.548	1.7437	205.4958	81.7717	202.8603
USP20	12.2464	21.4738	25.7298	814.8148	1047.7813	1546.6072
USP21	14.0068	16.3456	16.6146	218.638	447.7975	469.4188
USP22	39.2057	46.1801	36.5831	3285.5436	5571.8342	4918.9573
USP24	9.4638	8.6435	8.092	1149.9403	1796.3819	1586.3678
USP25	9.6958	4.8826	7.8518	611.1111	1261.6208	961.9637
USP26	0	0	0	0	0	0
USP27X	2.4244	1.43	1.5423	65.1135	173.6027	125.7734
USP28	8.8474	8.4815	7.411	341.0992	801.4927	485.2419
USP29	0	0	0	0	0	0
USP3	10.4055	7.4945	7.0927	598.5066	531.8277	442.8684
USP30	5.3563	3.813	5.062	120.6691	497.1201	416.2694
USP31	13.8577	7.0246	1.9455	992.2342	814.1478	306.7248
USP32	4.4751	2.297	5.358	566.9056	1017.6036	892.1797
USP33	17.42	11.1875	16.0513	902.0311	1765.5553	1289.786
USP34	13.4417	8.7333	11.8761	2374.552	3724.5072	2955.675
USP35	3.4877	2.3109	7.4855	105.1374	150.2393	192.3116
USP36	7.8988	11.1221	9.8834	2950.4182	1186.0144	1250.0254
USP37	1.2959	0.4084	0.8559	348.2676	630.4859	404.0978
USP38	4.1984	3.0316	4.1438	1137.3955	848.2194	692.5652
USP39	14.5445	13.129	13.7993	804.0621	864.1194	841.4647
USP4	12.7895	15.3658	9.4477	1385.902	1369.6763	1313.7235
USP40	12.0537	17.3525	16.7528	1348.2676	1173.6838	1117.7604
USP42	3.1854	2.5597	3.336	497.0131	411.779	463.7387
USP43	3.0161	26.5591	1.5638	241.9355	331.6298	43.0064
USP44	0.4171	0.3185	1.253	2.9869	31.1511	60.8581
USP45	1.9507	1.9682	2.4874	115.8901	194.3701	203.2661
USP46	6.2252	3.7121	4.1281	500	642.4921	516.0767
USP47	17.8523	13.4913	15.1871	2440.8602	2598.8481	1624.9112
USP48	12.9618	9.8913	14.7241	988.6499	1344.0415	1411.0965
USP49	0.7445	0.2932	2.003	10.7527	22.0654	47.4693
USP5	21.6832	30.4038	31.022	1451.6129	1722.398	1566.8932
USP50	0.1434	0.0988	0.0573	0	0	0
USP51	0.6616	0.9811	1.1167	10.1553	87.6126	88.0414
USP53	19.3458	3.7229	2.8961	990.4421	1321.6517	447.5099
USP54	16.8826	11.4289	42.5467	1387.0968	2586.1929	3807.6884
USP6	0.1291	0.4826	0.2508	18.5185	149.2658	253.9811
USP6NL	4.2656	1.3465	2.1949	754.4803	599.6593	587.8892
USP7	24.9589	21.7592	21.8461	3711.4695	3024.2557	2473.2732
USP8	14.2141	5.0746	10.3699	1227.6643	1477.7805	1257.519
USP9X	13.9821	7.6935	14.165	3327.957	3970.7958	2886.7025
USP9Y	7.4361	9.1151	9.7691	780.7646	1408.2907	0
USPL1	14.3193	10.6952	8.7241	486.8578	469.5384	532.7112
UST	13.4712	1.5347	19.6757	1462.3656	494.8487	1502.3836
UTF1	0	0	0	0	0	1.6229
UTP11L	7.2829	5.319	5.5783	942.055	445.8506	502.6879
UTP14A	5.023	4.2266	3.7838	581.2425	388.7402	389.8976
UTP15	2.9446	2.6597	3.2959	329.1517	232.011	191.0944
UTP18	17.9415	11.0426	20.0799	900.8363	531.5162	816.7157
UTP20	3.43	3.0251	3.0528	469.5341	889.4297	447.5099
UTP23	4.7825	3.264	4.6854	329.1517	437.4138	443.4527
UTP3	14.2434	8.2879	10.4152	1786.141	634.0553	738.4116
UTP6	7.4458	12.208	8.8194	956.9892	620.7512	764.3777
UTRN	10.6743	8.5666	16.7776	1987.4552	6538.1682	3666.4976
UTS2	0	0.1331	0	1.7921	0.3245	3.4608
UTS2R	0	0	0.3144	0	0.3245	21.0975
UTY	6.6714	5.3072	4.318	715.6511	781.6987	0
UVRAG	5.563	4.0658	6.064	483.871	641.5186	828.0759
UXS1	11.1166	4.1497	13.8769	930.1075	591.2225	948.1692
UXT	48.9765	51.454	38.0552	916.5352	640.7918	1022.0712
VAC14	6.5056	7.734	10.3532	657.7061	808.956	1372.9587
VAMP1	1.5502	2.2401	8.845	138.5603	162.531	799.2007
VAMP2	0	0	0	1703.7037	2731.8893	2917.5373
VAMP3	43.3773	26.4476	26.196	3176.2246	2399.2861	1747.4389
VAMP4	8.4438	4.4579	9.9467	270.0119	414.3749	516.8881
VAMP5	41.2518	24.8356	27.6749	569.8925	485.114	469.4188
VAMP7	0	0	0	593.7873	822.2601	888.5282
VAMP8	95.173	108.1565	88.0665	1762.2461	1156.1613	2162.4911
VANGL1	3.572	1.5501	2.211	656.5114	893.3236	663.759
VANGL2	18.8524	8.1422	7.3807	545.9976	935.5074	656.0503
VAPA	20.3076	14.0967	20.9213	5525.0896	3154.7011	3231.1593
VAPB	5.8271	8.118	11.6894	683.9904	1048.7548	1119.3833
VARS	14.5302	14.9395	16.4785	1842.8913	1068.2242	1072.3197
VARS2	10.6373	15.8332	15.0103	597.3477	436.0607	874.4457
VASH1	3.4758	1.2269	1.6003	165.0239	491.8504	760.3935
VASH2	0.4571	0.3644	0.1472	20.3106	65.5472	45.035
VASN	8.2713	5.7583	17.583	1747.3118	780.0763	1031.3419
VASP	40.0457	18.5746	18.2429	8890.681	1920.3375	1665.0776
VAT1	53.9515	33.2917	38.1252	4058.5424	3204.0237	3306.2177
VAT1L	0.0641	0.1766	0.2588	7.7658	10.0592	167.9684
VAV1	4.8552	3.4067	0.2049	100.9558	266.4071	725.8343
VAV2	9.3513	6.2661	9.495	754.4803	748.9251	1375.393
VAV3	13.5824	1.0021	9.5826	144.5639	391.6606	417.8923
VAX1	0	0	0	0	0	0
VAX2	0.0514	0.6371	0.1975	3.5842	1.6225	0.4057
VBP1	11.7032	12.6133	11.5819	646.356	657.0942	678.3649
VCAM1	5.2809	1.0146	0.9695	860.8124	1039.9935	1563.2417
VCAN	1.6365	0.3045	0.2752	756.2724	1265.1902	213.8148
VCL	48.3363	12.0822	49.2002	9312.4253	8538.9795	2890.354
VCP	55.6774	75.0805	63.326	8448.626	6679.9708	5765.2906
VCPIP1	3.6765	1.7681	2.3363	458.7814	730.1046	600.0609
VCX	0.2437	0	0.0639	0	0	0.4057
VCX2	0	0	0.0762	0	0	0
VCX3A	0.0592	0	0.0828	0	0.3245	0.4057
