GENE	GTEx_bladder	GTEx_prostate	GTEx_thyroid
39076	RP11-566K19.3	0	0	0
39077	ELMO2P1	0	0	0
39078	TUBGCP5	5.991	4.8202	6.7663
39079	CYFIP1	24.8424	15.4063	18.4279
39080	NIPA2	8.6615	10.1569	6.7043
39081	NIPA1	3.8272	11.3528	5.561
39082	RP11-566K19.6	0.7391	7.1822	0.0258
39083	RP11-566K19.5	0.4475	0.8607	0
39084	RP11-26F2.2	0	0	0
39085	RP11-26F2.1	1.9054	2.1042	0.2889
39086	AC138649.1	0	0.0707	0
39087	RP11-1180F24.1	0.376	1.6987	0.146
39088	WHAMMP3	3.0719	2.6764	2.5195
39089	GOLGA8I	10.603	1.446	48.0606
39090	RN7SL495P	0	0	0
39091	AC091565.1	0	0	0
39092	HERC2P2	54.6536	43.6394	34.3322
39093	HERC2P7	0.0811	0.0559	0.1418
39094	RP11-467N20.5	0	0	0
39095	RP11-467N20.6	0	0	0
39096	GOLGA8EP	0.0114	0	0.0679
39097	RN7SL106P	0	0	0
39098	SPATA31E3P	0	0	0
39099	RP11-566K19.8	0.0642	0.2102	0.0449
39100	RP11-566K19.9	0	0	0
39101	RP11-529J17.5	0	0	0
39102	GOLGA8S	0.0471	0.0432	0.4057
39103	RN7SL536P	0	0	0
39104	AC100756.1	0	0	0
39105	RP11-529J17.3	0.08	0.1931	0.056
39106	GOLGA6L2	0	0	0
39107	MIR4508	0	0	0
39108	MKRN3	0.1794	0.0927	0
39109	RP11-73C9.1	0.052	0	0
39110	MAGEL2	0.1896	0.2205	0.7375
39111	AC124309.1	0.2063	0.2133	0.7844
39112	NDN	19.7553	7.2111	15.5367
39113	RNU6-741P	0	0	0
39114	RP11-484P15.1	0	0	0.0348
39115	RP11-484P15.2	0	0	0
39116	PWRN2	0.0305	0	0
39117	RP11-580I1.1	0.053	0	0
39118	RP11-580I1.2	0.0341	0.0939	0.0952
39119	RP11-350A1.2	0.1248	0	0
39120	RP11-107D24.2	0.071	0	0.1985
39121	RP11-580I1.3	0.451	0.1674	1.1885
39122	PWRN1	1.0726	0.2394	1.487
39123	NPAP1	0.4682	0.0605	0.4654
39124	SNRPN	0.9689	6.5436	4.7566
39125	snoU13	0	0	0
39126	RPL5P1	0.394	0.0453	0.1148
39127	AC090602.2	0	0.0805	0.1634
39128	SNURF	1.9291	3.8949	7.4275
39129	SNHG14	2.7606	6.0916	15.5893
39130	SNORD64	0.38	0.3929	2.1256
39131	SNORD108	0	0	0
39132	RP11-701H24.7	1.7584	1.0604	3.8418
39133	RP11-701H24.3	0.7475	0.5152	1.777
39134	SNORD109A	0.1729	0.0794	1.5716
39135	SNORD116-1	0	0	0
39136	SNORD116-2	0	0	0
39137	SNORD116-3	0	0	0
39138	SNORD116-5	0	0	0
39139	SNORD116-6	0	0	0.429
39140	SNORD116-7	0	0	0
39141	SNORD116-8	0	0	0.2168
39142	SNORD116-9	0	0	0.2168
39143	SNORD116-10	0	0	0
39144	SNORD116-11	0	0	0
39145	SNORD116-12	0	0	0
39146	SNORD116-13	0	0	0
39147	SNORD116-14	0	0	0
39148	SNORD116-15	0	0	0
39149	SNORD116-16	0	0	0
39150	SNORD116-17	0	0	0.4476
39151	SNORD116-18	0	0	0
39152	SNORD116-19	0	0.2206	0.6715
39153	SNORD116-21	2.097	1.4452	8.3467
39154	SNORD116-23	0	0	0.6715
39155	SNORD116-24	0.3201	0.6619	0.6715
39156	SNORD116-25	0	0	0
39157	SNORD116-26	0	0	0
39158	SNORD116-27	0	0.2206	0
39159	SNORD116-29	0	0	0
39160	SNORD116-30	0	0	0
39161	RP11-145P16.3	0.4091	0.6766	1.43
39162	SNORD115	0	0	0
39163	RP11-145P16.4	0	0	0
39164	SNORD115-1	0	0	0
39165	SNORD115-2	0	0	0
39166	SNORD115-3	0	0	0
39167	SNORD115-4	0	0	0
39168	SNORD115-5	0	0	0
39169	SNORD115-6	0	0	0
39170	SNORD115-8	0	0	0
39171	SNORD115-9	0	0	0
39172	SNORD115-10	0	0	0
39173	SNORD115-11	0	0	0
39174	SNORD115-12	0	0	0
39175	SNORD115-14	0	0	0
39176	SNORD115-15	0	0	0
39177	SNORD115-16	0	0	0
39178	SNORD115-17	0	0	0
39179	SNORD115-18	0	0	0
39180	SNORD115-19	0	0	0
39181	SNORD115-20	0	0	0
39182	SNORD115-21	0	0.2506	0
39183	SNORD115-22	0	0	0
39184	SNORD115-23	0	0	0
39185	SNORD115-24	0	0	0
39186	SNORD115-25	0	0	0
39187	SNORD115-27	0	0	0
39188	SNORD115-28	0	0	0
39189	SNORD115-29	0	0	0
39190	SNORD115-30	0	0	0
39191	SNORD115-31	0	0	0
39192	SNORD115-32	0	0	0
39193	SNORD115-33	0	0	0
39194	SNORD115-34	0	0	0
39195	SNORD115-35	0	0	0
39196	SNORD115-36	0	0	0
39197	SNORD115-37	0	0	0
39198	SNORD115-38	0	0	0
39199	SNORD115-39	0	0	0
39200	SNORD115-40	0	0	0
39201	SNORD115-41	0	0	0
39202	SNORD115-42	0	0	0
39203	SNORD115-43	0	0	0
39204	SNORD115-44	0	0	0
39205	SNORD115-45	0	0	0
39206	SNORD115-47	0	0	0
39207	SNORD115-48	0	0	0
39208	SNORD109B	0	0	0
39209	UBE3A	17.225	10.5265	16.0674
39210	RP13-487P22.1	0.0551	0.0507	0.3854
39211	AC124997.1	0	0	0.0165
39212	AC023449.2	0	0	0
39213	ATP10A	0.7197	0.7699	1.8555
39214	RNA5SP390	0	0	0
39215	Y_RNA	0	0	0
39216	MIR4715	0	0	0
39217	RP11-2C7.1	0	0	0
39218	RP11-1084I9.1	0	0	0
39219	RP11-446P9.1	0	0	0
39220	SNORA48	0	0	0
39221	RP11-1084I9.2	0	0	0
39222	LINC00929	0	0	0
39223	AC009878.2	0	0	0
39224	GABRB3	1.5535	1.6742	3.2771
39225	AC011196.3	0	0	0
39226	AC135999.2	0	0	0
39227	GABRA5	0	0.0928	0.0397
39228	TVP23BP1	0	0	0
39229	GABRG3	0.0165	2.094	0.1842
39230	AC136896.1	0	0	0
39231	AC136896.2	0	0.0371	0
39232	RNA5SP391	0	0	0
39233	AC145436.1	0	0	0
39234	AC144833.1	0	0.0695	0
39235	RP11-100M12.1	0	0.1068	0
39236	RP11-100M12.2	0	0.0638	0
39237	RP11-100M12.3	0	0.2236	0
39238	RP11-30G8.2	0	0	0
39239	RP11-30G8.1	0	0	0.0985
39240	OCA2	0.1141	0.4114	2.2587
39241	AC090696.2	0	0	0
39242	RPL5P32	0	0	0
39243	HERC2	8.2898	6.7452	8.4112
39244	RPL41P2	5.4078	5.657	6.0763
39245	RP11-578F21.3	0.0411	0.0567	0.0863
39246	RP11-536P16.2	0	0	0
39247	RP11-483E23.2	0	0	0
39248	RP11-483E23.3	0	0	0
39249	GOLGA8F	0	0	0
39250	RN7SL238P	0	0	0
39251	AC091304.1	0	0	0
39252	ABCB10P3	0	0	0
39253	MIR4509-1	0	0	0
39254	RP11-483E23.4	0	0	0
39255	RP11-483E23.5	0	0	0
39256	MIR4509-2	0	0	0
39257	ABCB10P4	0	0	0
39258	GOLGA8G	0.0838	0.0077	0.34
39259	AC138749.1	0	0	0
39260	RN7SL829P	0	0	0
39261	RP11-536P16.4	0	0	0
39262	RP11-578F21.4	0	0	0
39263	RP11-483E23.7	0	0	0
39264	RP11-665A22.1	0	0.056	0
39265	HERC2P9	10.8143	8.2034	3.4836
39266	RP11-578F21.2	0.4751	0.4911	0.8303
39267	GOLGA8M	0.7165	0.1474	13.7428
39268	AC055876.2	0	0	2.4809
39269	RN7SL719P	0	0	0.0738
39270	WHAMMP2	1.8788	0.7082	2.3466
39271	RP11-578F21.9	0.4964	0.2281	0.4338
39272	RP11-578F21.10	0	0	0
39273	RP11-578F21.12	0.3214	0.1789	0.4321
39274	RP11-578F21.13	0	0	0
39275	GOLGA6L7P	0	0.0077	0
39276	WI2-2334D6.1	0	0	0.0398
39277	APBA2	0.8349	0.4199	1.8024
39278	RP13-126C7.1	0	0	0
39279	FAM189A1	1.7383	0.9284	1.0558
39280	NDNL2	11.3713	6.3033	12.4825
39281	CTD-3118D7.1	0.0176	0.0121	0
39282	RP11-300A12.2	0	0	0
39283	TUBBP8	0	0	0
39284	RP11-680F8.1	0.0646	0.0297	0.0753
39285	TJP1	13.5811	8.5823	15.4235
39286	RP11-680F8.4	0.4158	0.3619	0.3519
39287	HMGN2P5	34.9556	32.4182	26.0226
39288	RP11-680F8.3	0.0812	0.2518	0.4257
39289	CTD-2022H16.2	0	0	0.3004
39290	RP11-143J24.1	0	0	0.4246
39291	CTD-2022H16.3	0	0	0.0612
39292	CTD-2022H16.1	0	0	0
39293	GOLGA8J	0.1074	0	0.539
39294	RN7SL673P	0.1056	0	0.1476
39295	AC120045.1	0	0	0
39296	DNM1P28	0	0	0
39297	ULK4P3	0.3565	0.0683	0.1662
39298	U8	0	0	0
39299	GOLGA8T	0.5999	0.0197	1.3382
39300	RN7SL469P	0.1056	0	0
39301	AC120045.2	0	0	0
39302	DNM1P30	0	0	0
39303	RP11-932O9.3	0	0	0
39304	RP11-932O9.4	0	0	0
39305	AC026150.5	0	0	0
39306	RP11-261B23.1	0	0	0
39307	RNU6-17P	0	0	0
39308	RP11-261B23.2	0	0	0
39309	Y_RNA	0	0	0
39310	RP11-382B18.4	0	0	0.0409
39311	CHRFAM7A	0.5341	0.1906	0.1267
39312	RP11-382B18.3	0.6057	0	0.1588
39313	U8	0	0	0
39314	GOLGA8R	4.2427	0.6581	6.953
39315	AC019322.1	0.3549	0	0
39316	RN7SL196P	0	0	0
39317	RP11-382B18.5	0.6011	0.1381	0.8405
39318	CTD-3092A11.1	5.3069	0.7924	2.4117
39319	CTD-3092A11.2	56.6016	8.1937	25.8558
39320	AC026150.6	0.0764	0	0.0178
39321	AC026150.8	1.9748	0.4054	5.3756
39322	GOLGA8Q	1.4101	0.1635	4.6712
39323	RN7SL796P	0	0	0
39324	AC026150.2	0	0	0
39325	DNM1P50	0	0	0
39326	ULK4P2	0.5418	0.0249	0.1389
39327	U8	0	0	0
39328	GOLGA8H	1.3339	0.2672	0.9109
39329	RP11-932O9.8	0.5312	1.3017	1.3618
39330	RN7SL628P	0.1056	0.0728	0.1476
39331	AC026150.1	0	0	0
39332	RP11-932O9.9	14.1317	3.9469	49.1916
39333	RP11-932O9.7	9.1093	2.7414	25.6867
39334	ARHGAP11B	0.6012	0.2172	0.2703
39335	U8	0	0	0
39336	RP11-932O9.10	0.7635	0.0554	0.2528
39337	Y_RNA	0	0	0
39338	GOLGA8UP	0.0533	0	0.1243
39339	RN7SL82P	0	0	0
39340	HERC2P10	0.2462	0.017	0.0602
39341	RP11-540B6.2	0.061	0	0
39342	RP11-540B6.3	0.0893	0	0.2496
39343	FAN1	8.0114	6.6345	7.4271
39344	RP11-540B6.6	9.1595	9.3991	11.3288
39345	MTMR10	8.7098	2.0434	5.4658
39346	RNU6-466P	0	0	0
39347	TRPM1	0	0.0057	0.0029
39348	RP11-348B17.1	0	0	0
39349	MIR211	0	0	0
39350	RP11-16E12.1	0.5578	0.2456	2.1989
39351	RP11-16E12.2	0.5276	0.0519	0.8959
39352	KLF13	11.7128	5.2601	25.4893
39353	UBE2CP4	0	0	0
39354	RP11-126F18.2	0	0	0
39355	OTUD7A	0.283	0.1043	0.2456
39356	RP11-456J20.1	0	0	0
39357	SNORA18	0	0	0
39358	CHRNA7	2.9934	1.549	1.3321
39359	Y_RNA	0	0	0
39360	RP13-395E19.4	0	0	0
39361	RNU6-18P	0	0	0
39362	RP13-395E19.2	0	0	0
39363	RP11-717I24.1	0	0	0
39364	DNM1P31	0	0	0
39365	GOLGA8K	0.7343	0.11	1.529
39366	AC139426.1	0	0	0
39367	RN7SL185P	0	0	0.1476
39368	RP13-395E19.3	0.573	0	0.0801
39369	ULK4P1	0	0	0
39370	U8	0	0	0
39371	DNM1P32	0.0541	0	0
39372	GOLGA8O	0.695	0.2177	2.2526
39373	AC135983.1	0	0	0
39374	RN7SL539P	0	0	0
39375	RP11-632K20.8	0	0	0
39376	AC135983.2	0	0.0074	0.0377
39377	RP11-632K20.6	0.0467	0	0.0163
39378	RP11-632K20.2	2.8108	0.447	0.991
39379	RP11-632K20.7	7.5962	0.8987	4.8622
39380	RP11-1000B6.3	3.305	0.2903	4.7572
39381	GOLGA8N	1.5035	0.3053	3.3882
39382	AC123768.3	0	0.232	0.2353
39383	AC123768.1	0.0584	0	0
39384	RN7SL286P	0	0	0
39385	AC123768.2	0	0	0
39386	AC123768.4	19.1082	5.8715	34.887
39387	RP11-1000B6.5	0.2454	0.6766	1.0296
39388	ARHGAP11A	1.5768	0.3095	0.922
39389	SCG5	0.498	0.1593	5.608
39390	RP11-1000B6.2	0	0	0
39391	GREM1	0.4884	0.4692	0.031
39392	FMN1	0.5468	0.3542	1.7328
39393	RP11-758N13.3	0.0856	0.5901	0.1197
39394	snoU13	0	0	0
39395	SNORD77	0	0	0
39396	HNRNPA1P71	0	0	0.0434
39397	TMCO5B	0	0	0
39398	RP11-489D6.2	0.105	0	0
39399	RYR3	0.2977	0.2348	0.1073
39400	Y_RNA	0	0	0
39401	RP11-3D4.3	0.5424	1.4953	1.5927
39402	RP11-3D4.2	0.7907	1.8164	1.9809
39403	AVEN	4.5777	4.7041	4.009
39404	CHRM5	0.0683	0.1471	0.0716
39405	RP11-74D7.1	0	0	0.0685
39406	EMC7	24.1487	17.8965	34.1278
39407	RP11-1084A12.1	0.1458	0.9546	1.2742
39408	PGBD4	1.0165	0.683	1.1193
39409	KATNBL1	4.4731	5.3191	4.5632
39410	EMC4	27.0415	22.346	34.6845
39411	SLC12A6	5.4193	1.1376	5.1773
39412	RP11-1084A12.2	1.9788	0.3147	2.0219
39413	Y_RNA	0	0	0
39414	NOP10	56.5547	75.4105	48.8075
39415	NUTM1	0.1125	0.0436	0
39416	LPCAT4	63.1452	12.4693	9.0612
39417	GOLGA8A	43.3127	28.2967	220.1975
39418	MIR1233-1	0	0	0
39419	RP11-602M11.4	0	0	0
39420	RP11-1H8.1	0	0	0
39421	HNRNPLP2	2.8703	1.267	3.056
39422	RP11-1H8.3	0.0398	0	1.5155
39423	GOLGA8B	23.2997	26.7733	219.7982
39424	MIR1233-2	0	0	0
39425	RP11-1H8.4	0	0	0
39426	SNORA18	0	0	0
39427	CTD-2125J1.1	0	0	0
39428	GJD2	0	0	0
39429	RP11-814P5.1	0	0.0328	0
39430	ACTC1	0.2218	1.1081	0.2762
39431	RP11-83J16.3	0.1404	0.0806	0.1636
39432	AQR	8.5104	4.2826	7.0655
39433	RP11-83J16.1	17.7655	21.2007	14.1855
39434	ZNF770	5.0957	0.7726	6.9114
39435	RP11-463I20.3	0	0	0
39436	RP11-463I20.2	0	0	0
39437	RP11-323I15.3	0	0.6035	0.4452
39438	NANOGP8	0.0642	0.3096	0.0897
39439	RP11-323I15.2	0	0.1109	0.0844
39440	RP11-323I15.5	0	0.3025	0.1995
39441	PRELID1P4	0.3452	0.555	0.2011
39442	ANP32AP1	0.1097	0.0756	0.0383
39443	DPH6	1.0886	0.8225	1.1482
39444	RP11-150L8.3	0	0.7909	0.1605
39445	RP11-150L8.4	0.0494	0	0.0691
39446	MIR3942	0	0	1.5113
39447	RP11-139F4.2	0	0	0
39448	HNRNPA1P45	0	0.0377	0
39449	DPH6-AS1	0.0577	0.0663	0.2555
39450	RP11-702M1.2	0	0	0
39451	MIR4510	0	0	0
39452	RP11-184D12.1	0	0	0
39453	RP11-684B21.1	0	0	0.1303
39454	RP11-475A13.2	0	0	0
39455	RP11-475A13.1	0.0161	0.0443	0
39456	RP11-618N24.3	0	0	0
39457	C15orf41	5.231	4.0508	1.1705
39458	RP11-618N24.1	0	0	0
39459	LARP4P	0.0271	0.0186	0
39460	TPST2P1	0	0	0
39461	RP11-16L14.2	0	0	0
39462	CSNK1A1P1	0.1232	0.5328	0
39463	U3	0	0	0
39464	RP11-122D10.1	0	0.1752	0
39465	MEIS2	7.9252	10.91	0.7828
39466	Y_RNA	0	0	0
39467	RP11-128A17.1	2.4121	1.8374	0.1775
39468	RP11-597G23.1	0	0	0
39469	RP11-720L8.1	0	0	0
39470	RP11-25H11.1	0	0	0
39471	TMCO5A	0.011	0	0
39472	RP11-1008C21.1	0.0481	0.0166	0.0589
39473	RP11-1008C21.2	0	0.2491	1.9639
39474	RP11-346D14.1	0	0	0.0138
39475	SPRED1	5.0064	2.7966	21.5815
39476	FAM98B	4.6096	4.2235	4.3844
39477	AC109631.1	0	0	0
39478	RASGRP1	0.8125	0.2133	0.1183
39479	RP11-102L12.2	0.3044	0.143	0.0774
39480	RP11-275I4.1	0	0	0
39481	Y_RNA	0	0	0
39482	RP11-275I4.2	0	0	0
39483	C15orf53	0.0144	0	0
39484	RP11-326N17.1	0	0	0
39485	RP11-624L4.1	0.2635	2.2352	0
39486	RP11-62C7.2	0	0.0707	0
39487	RP11-265N7.2	0	0.0168	0
39488	RP11-265N7.1	0.1953	0.8177	0
39489	C15orf54	0	0.0066	0.0134
39490	RP11-462P6.1	0	0	0
39491	RP11-624L4.2	0	0	0
39492	RP11-27M9.1	0	0.4429	0
39493	THBS1	28.1873	9.0715	1.8952
39494	CTD-2033D15.1	17.1899	4.0453	0.9526
39495	FSIP1	0.3593	0.0894	0.3768
39496	RP11-37C7.1	0.5557	0.8936	0.7123
39497	RP11-37C7.3	0.6186	1.2924	2.1558
39498	GPR176	1.9563	4.5839	2.7233
39499	RP11-37C7.2	0	0	0
39500	RP11-325N19.3	0	0.0168	0
39501	Y_RNA	0	0	0
39502	EIF2AK4	9.6799	8.2137	9.9243
39503	snoU13	0	0	0
39504	H3F3AP1	0	0	0
39505	SRP14	95.0397	104.255	95.9377
39506	SRP14-AS1	1.6335	4.5987	4.7552
39507	RP11-521C20.2	0.2045	0.141	2.5025
39508	BMF	8.0839	5.5936	21.8658
39509	RP11-521C20.3	6.7724	6.5607	13.9363
39510	RP11-521C20.1	0	0	0
39511	BUB1B	1.1522	0.2135	0.264
39512	RP11-133K1.7	0	0	0
39513	PAK6	0.2478	0.0502	0.1223
39514	RP11-133K1.2	0	0	0
39515	ANKRD63	0.0258	0	0
39516	PLCB2	7.2879	1.683	0.9541
39517	PLCB2-AS1	0.6223	0	0
39518	RP11-133K1.1	0	0	0
39519	RP11-133K1.6	0	0	0.0102
39520	LINC00984	9.6194	11.482	55.3969
39521	C15orf52	14.6795	6.8528	70.9323
39522	RNA5SP392	7.8893	5.0746	24.6367
39523	PHGR1	7.0256	0.1862	0.1889
39524	DISP2	0.3103	0.2219	9.9828
39525	RP11-64K12.4	0.1222	0.1685	8.3734
39526	LINC00594	0	0	11.6567
39527	RP11-64K12.10	0	0	2.6095
39528	KNSTRN	2.6012	14.8378	100.208
39529	IVD	17.5615	39.2497	140.466
39530	BAHD1	10.3034	10.5513	20.2379
39531	RP11-64K12.9	0.0504	0.1043	0.2468
39532	RP11-64K12.8	5.8988	5.903	9.7451
39533	CHST14	13.6124	9.1038	15.6644
39534	RP11-64K12.1	0	0.036	0
39535	RP11-111A22.1	3.9039	4.4842	5.2606
39536	C15orf57	2.3772	2.3566	3.0907
39537	RNU6-516P	0.2832	1.7566	1.188
39538	RPUSD2	4.9796	4.1247	3.745
39539	CASC5	0.4	0.0594	0.157
39540	snoU13	0	0	0
39541	RN7SL376P	0	0	0
39542	CTD-2339L15.3	0	0	0
39543	RAD51-AS1	12.1565	12.0882	14.7882
39544	RAD51	0.6584	0.312	0.1438
39545	RMDN3	13.8224	11.4103	11.86
39546	RP11-532F12.6	0	0	0.2963
39547	GCHFR	10.0746	10.3285	4.8887
39548	DNAJC17	9.4773	9.2286	7.2522
39549	ZFYVE19	17.1533	23.753	13.0493
39550	PPP1R14D	0.4762	2.4611	0.642
39551	RP11-532F12.5	10.2932	20.2658	23.8825
39552	SPINT1	79.6799	64.7673	38.9071
39553	RHOV	44.2232	7.2622	0.1087
39554	AC025166.1	0	0	0
39555	VPS18	7.3033	10.5077	9.0169
39556	RP11-540O11.1	0	0.0345	0
39557	DLL4	8.477	3.1126	6.7838
39558	ISCA1P4	0	0	0
39559	CHAC1	0.3734	0.5443	0.3414
39560	INO80	9.4215	8.8348	7.7405
39561	RP11-540O11.6	0.1767	0.1218	0
39562	RP11-540O11.7	0	0	0
39563	RP11-540O11.4	1.7788	1.3399	0.5206
39564	CYCSP2	0	0	0
39565	FAM92A1P1	0	0.0456	0.4627
39566	EXD1	0.0172	0	0.0241
39567	RN7SL497P	0	0	0
39568	CHP1	29.7249	24.9977	25.0477
39569	OIP5-AS1	9.3199	6.4112	6.5004
39570	OIP5	0.7149	0.2956	0.3832
39571	NUSAP1	3.4225	0.63	0.2338
39572	RP11-16O9.2	0	0	0
39573	NDUFAF1	8.8558	5.0235	9.3274
39574	RTF1	15.7165	10.8277	19.3308
39575	RNU6-1169P	0	0	0
39576	ITPKA	0.0765	0.5381	0.107
39577	LTK	0.7783	0.2873	0.2332
39578	RPAP1	6.1283	6.6222	6.7244
39579	TCEB1P2	0	0	0
39580	TYRO3	1.5182	2.8753	0.6369
39581	RP11-380D11.2	0	0	0
39582	MGA	4.2703	3.0894	3.5519
39583	MIR626	0	0	0
39584	RP11-107F6.4	0	0	0
39585	RP11-107F6.3	0.6353	0.7562	0.1211
39586	MAPKBP1	8.4496	8.7413	11.0509
39587	AC073657.1	0	0	0
39588	RP11-23P13.4	6.4081	9.4132	9.5492
39589	JMJD7	1.5461	0.6393	0.9728
39590	PLA2G4B	16.5576	9.1069	14.9152
39591	SPTBN5	5.6024	3.6245	3.1419
39592	RNA5SP393	0.2517	0	0
39593	MIR4310	0	0	0
39594	RP11-23P13.6	5.7277	5.215	18.7193
39595	RP11-23P13.7	3.1922	4.0824	13.9426
39596	EHD4	25.8892	11.1718	17.7171
39597	CTD-2382E5.4	0.4202	0.1053	0.1068
39598	CTD-2382E5.1	0.0236	0	0.033
39599	PLA2G4E	0.0325	0.0299	0.0152
39600	CTD-2382E5.2	0	0	0
39601	PLA2G4D	0.3123	9.1128	0
39602	PLA2G4F	10.1951	20.663	1.6289
39603	VPS39	23.1751	30.7257	33.7831
39604	MIR627	0	0	0
39605	RP11-546B15.1	8.675	7.992	10.5669
39606	TMEM87A	24.4047	25.744	28.3816
39607	GANC	4.6292	2.5884	6.185
39608	RP11-546B15.2	0.6506	1.2636	1.1578
39609	RP11-164J13.1	8.281	9.2365	15.3358
39610	CAPN3	7.9397	10.0862	15.2384
39611	ZNF106	6.7937	6.2422	4.414
39612	RNU6-188P	0	0	0
39613	SNAP23	18.9194	19.6508	14.349
39614	RP11-265N6.1	27.7822	40.3572	23.8047
39615	LRRC57	7.7012	5.1756	6.9475
39616	HAUS2	4.5103	2.3806	3.5677
39617	RP11-265N6.2	4.5217	1.9441	4.0314
39618	RP11-265N6.3	0	0.6406	0.1625
39619	STARD9	4.2712	1.8519	1.9247
39620	RP11-265N6.4	0	0	0.0618
39621	snoU13	0	0	0
39622	CDAN1	9.0873	21.9568	10.2694
39623	TTBK2	1.8525	1.8879	1.4701
39624	KRT8P50	0.0205	5.0817	0.0859
39625	FDPSP4	0.0562	0.0387	0
39626	UBR1	6.654	3.9456	6.2614
39627	EPB42	0.6594	0.5671	1.0363
39628	RPS3AP47	0.778	0.6894	0.5439
39629	TMEM62	10.7021	5.304	9.0141
39630	SPCS2P1	0	0	0.0303
39631	RP11-473C18.3	7.308	5.2273	8.3606
39632	CCNDBP1	47.8471	20.9732	39.5902
39633	TGM5	0.4471	2.5602	0.0074
39634	Y_RNA	0	0	0
39635	ATP5HP1	0	0	0
39636	TGM7	0	0.0439	0
39637	RP11-402F9.3	0	0	0
39638	LCMT2	3.3825	4.0454	5.3844
39639	ADAL	1.3872	2.0946	4.6421
39640	ZSCAN29	6.1852	4.7528	8.2528
39641	TUBGCP4	5.3488	3.7561	7.2224
39642	RN7SL487P	0.3016	0	0
39643	TP53BP1	11.0987	10.3056	17.3907
39644	MAP1A	1.5816	0.6822	1.6818
39645	PPIP5K1	4.8488	6.2745	5.245
39646	CKMT1B	2.9636	3.8752	2.2907
39647	STRC	0.0963	0.0943	0.1275
39648	RNU6-554P	0	0	0
39649	snoU13	0	0	0
39650	CATSPER2	1.4258	3.6428	0.7903
39651	RNU6-610P	0	0.3794	0.1924
39652	AC011330.6	0.9321	0.1285	0.1303
39653	AC011330.5	0.3096	0.3702	0.14
39654	CKMT1A	3.1116	2.9957	0.739
39655	STRCP1	0.1382	0.141	0.0928
39656	RNU6-353P	0.2727	0	0
39657	snoU13	0	0	0
39658	CATSPER2P1	2.1236	0.9257	2.9537
39659	RNU6-354P	0	0	0
39660	PDIA3	82.0194	55.6693	196.7334
39661	ELL3	0	0	0
39662	SERF2	40.5447	67.6619	31.4867
39663	AC018512.1	0	0	0
39664	MIR1282	417.596	711.6559	305.2076
39665	MFAP1	18.0957	15.6549	21.0027
39666	WDR76	1.2928	0.5874	0.3686
39667	Y_RNA	0	0	0
39668	FRMD5	0.3589	1.0812	0.0645
39669	PIN4P1	0	0.1538	0.052
39670	ACTBP7	0	0.1084	0
39671	GAPDHP55	0	0	0
39672	AC073940.1	0	0	0
39673	AC090519.2	0	0	0
39674	AC090519.7	0	0	0
39675	CASC4	15.5618	17.1784	20.2095
39676	AC090519.6	0	0	0
39677	AC090519.1	0	0	0
39678	AC090519.5	0	0	0
39679	AC090519.4	0	0	0
39680	AC090519.3	0	0	0
39681	RP11-616K22.1	0.0588	0.2634	0.0822
39682	RP11-616K22.2	0	0.124	0.0314
39683	RP11-516C1.1	12.0641	7.0477	10.2794
39684	CTDSPL2	3.1557	0.7249	2.0208
39685	RN7SL347P	0	0	0
39686	HNRNPMP1	0.0333	0.0918	0.0233
39687	CTD-2329K10.1	0.2366	0	0.0827
39688	EIF3J-AS1	9.1444	6.8217	8.7044
39689	EIF3J	13.2199	8.2487	10.7133
39690	RP11-151N17.1	0.3608	0.1243	0.883
39691	SPG11	15.4921	8.0738	15.049
39692	PATL2	0.6773	0.5245	1.6354
39693	Y_RNA	0	0	0
39694	B2M	663.5837	278.9943	1168.624
39695	TRIM69	2.5637	2.4524	4.4251
39696	CTD-2008A1.2	2.0472	13.6173	4.8663
39697	CTD-2008A1.1	0.3473	5.3619	1.9426
39698	Y_RNA	0	0	0
39699	CTD-2014N11.1	0	0	0
39700	CTD-2014N11.2	0	0.0712	0
39701	RNU6-1108P	0	0	0
39702	C15orf43	0	0	0.0277
39703	RNU6-1332P	0	0	0
39704	CTD-2014N11.3	0	0	0
39705	RNU6-966P	0	0	0
39706	RNU1-78P	0	0	0
39707	SORD	7.081	127.4905	31.6499
39708	RP11-109D20.1	0	0.0749	0
39709	Y_RNA	0	0	0
39710	RP11-109D20.2	6.4991	100.1587	23.9271
39711	DUOX2	32.1383	6.6608	284.381
39712	DUOXA2	4.076	1.1352	54.905
39713	DUOXA1	28.3477	41.9372	243.2368
39714	DUOX1	29.7121	38.5175	407.0471
39715	CTD-2651B20.1	6.6456	7.0349	159.7911
39716	SHF	1.9196	1.4506	2.0364
39717	RP11-519G16.2	0.1009	0.6952	0.7757
39718	CTD-2651B20.7	0.2837	0.4561	0.5288
39719	CTD-2651B20.6	0	0.0659	0
39720	SNORA11	0.0493	0	0.138
39721	CTD-2651B20.2	0.1484	0	0
39722	CTD-2651B20.3	0.2838	0.2859	0.229
39723	SLC28A2	0.0447	0.0246	0.0312
39724	CTD-2651B20.5	0	0	0
39725	CTD-2651B20.4	0.0243	0.0502	0
39726	RNU6-953P	0	0	0
39727	GATM	16.7475	5.037	5.6382
39728	SPATA5L1	6.8143	2.9318	3.2495
39729	C15orf48	2.526	20.1245	0.8477
39730	RP11-519G16.5	0.3636	0.7796	0
